Run ID,Model,Question ID,Sample,Prompt,Source CSV,CRUD Operation,Score,Metrics,Tool Calls,Tools Used,Input Tokens,Output Tokens,Error
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,0,1,Create a door with the size of 2 by 1 meters in the wall with id 2UsXAbj6n0fwEWqdkVuHvf.,all_questions.csv,create,0.5,"{""object_exists"": true, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": true}",3,execute_ifc_code,12135,9113,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,1,1,"Create a slab with dimensions of 10 by 5 meters and the width of 20 centimeters with its bottom and center in (-30, 0).",all_questions.csv,create,0.5,"{""object_exists"": true, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": true}",2,execute_ifc_code,4817,5848,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,2,1,Add an opening of size 5 by 5 meters to the center of the slab with id 11kJIqz$n2Jf_DfJV1SCVP.,all_questions.csv,create,0.5,"{""object_exists"": true, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": true}",1,execute_ifc_code,2287,4205,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,3,1,"Insert a column with the height of 3m in (12, 8).",all_questions.csv,create,0.5,"{""object_exists"": true, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": true}",2,execute_ifc_code,5427,5569,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,4,1,"Add a wall with a length of 15m beginning in (0, -10).",all_questions.csv,create,0.5,"{""object_exists"": true, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": true}",3,execute_ifc_code,11756,7724,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,5,1,Provide the area in square meters of the room with id 2UsXAbj6n0fwEWqdkVuHyo.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,53737,19447,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,6,1,Take off the length in meters of the wall with id 22hyxvAPr65PFt9WZfHSKC.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",1,execute_ifc_code,1668,2839,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,7,1,Provide the volume in cubic meters of the room with id 2UsXAbj6n0fwEWqdkVuHyo.,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",3,execute_ifc_code,11545,9715,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,8,1,"Provide the distance in meters, center to center, of the columns with ids 22hyxvAPr65PFt9WZfHSMr and 22hyxvAPr65PFt9WZfHSMu.",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",1,execute_ifc_code,1749,2376,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,9,1,Provide the global id of the wall that has a length of 5m.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,32431,9702,False
run_2026-01-26_14-15-05,openai:gpt-5-mini-2025-08-07,10,1,Rotate the wall with id 22hyxvAPr65PFt9WZfHSP3 by +90 degree around the z axis.,all_questions.csv,update,0.0,"{""right_location"": false, ""right_dimensions"": false}",1,execute_ifc_code,2041,2949,False
