Run ID,Model,Question ID,Sample,Prompt,Source CSV,CRUD Operation,Score,Metrics,Tool Calls,Tools Used,Input Tokens,Output Tokens,Error
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,0,1,Create a door with the size of 2 by 1 meters in the wall with id 2UsXAbj6n0fwEWqdkVuHvf.,all_questions.csv,create,0.0,"{""object_exists"": false, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": false}",4,execute_ifc_code,13445,3575,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,1,1,"Create a slab with dimensions of 10 by 5 meters and the width of 20 centimeters with its bottom and center in (-30, 0).",all_questions.csv,create,0.0,"{""object_exists"": false, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": false}",2,execute_ifc_code,4197,1556,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,2,1,Add an opening of size 5 by 5 meters to the center of the slab with id 11kJIqz$n2Jf_DfJV1SCVP.,all_questions.csv,create,0.5,"{""object_exists"": true, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": true}",3,execute_ifc_code,10918,3771,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,3,1,"Insert a column with the height of 3m in (12, 8).",all_questions.csv,create,0.5,"{""object_exists"": true, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": true}",2,execute_ifc_code,4599,2296,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,4,1,"Add a wall with a length of 15m beginning in (0, -10).",all_questions.csv,create,0.0,"{""object_exists"": false, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": false}",3,execute_ifc_code,8016,2968,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,5,1,Provide the area in square meters of the room with id 2UsXAbj6n0fwEWqdkVuHyo.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",3,execute_ifc_code,3653,1044,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,6,1,Take off the length in meters of the wall with id 22hyxvAPr65PFt9WZfHSKC.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",1,execute_ifc_code,1179,470,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,7,1,Provide the volume in cubic meters of the room with id 2UsXAbj6n0fwEWqdkVuHyo.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",1,execute_ifc_code,1033,318,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,8,1,"Provide the distance in meters, center to center, of the columns with ids 22hyxvAPr65PFt9WZfHSMr and 22hyxvAPr65PFt9WZfHSMu.",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",1,execute_ifc_code,1109,357,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,9,1,Provide the global id of the wall that has a length of 5m.,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,13793,2420,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,10,1,Rotate the wall with id 22hyxvAPr65PFt9WZfHSP3 by +90 degree around the z axis.,all_questions.csv,update,0.0,"{""right_location"": false, ""right_dimensions"": false}",1,execute_ifc_code,1168,548,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,11,1,Move the door by one meter in direction of x in the wall with id 11kJIqz$n2Jf_DfJV1SDYu.,all_questions.csv,update,0.0,"{""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": false}",1,execute_ifc_code,1226,544,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,12,1,Increase the height by 0.5 meters of the window with id 11kJIqz$n2Jf_DfJV1SDbS.,all_questions.csv,update,0.0,"{""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": false}",1,execute_ifc_code,1030,391,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,13,1,Decrease the height by 0.5 meters of the slab with the id 11kJIqz$n2Jf_DfJV1SCVP.,all_questions.csv,update,0.0,"{""right_location"": false, ""right_dimensions"": false}",1,execute_ifc_code,955,340,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,14,1,Move the column eith id 22hyxvAPr65PFt9WZfHSMu by -3 meters in direction of y.,all_questions.csv,update,0.0,"{""right_location"": false, ""right_dimensions"": false}",2,execute_ifc_code,2185,657,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,15,1,Delete the column with the id 22hyxvAPr65PFt9WZfHS2x.,all_questions.csv,delete,1.0,"{""object_not_exists"": true, ""integrity_constraint"": true}",1,execute_ifc_code,871,223,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,16,1,Remove the door with id 11kJIqz$n2Jf_DfJV1SDY7.,all_questions.csv,delete,0.5,"{""object_not_exists"": true, ""integrity_constraint"": false}",1,execute_ifc_code,880,258,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,17,1,Delete the opening with id 0APGbZXNKfgPNB$VQQZ0pi.,all_questions.csv,delete,0.0,"{""object_not_exists"": false, ""integrity_constraint"": false}",1,execute_ifc_code,308,261,True
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,18,1,Remove the wall with id 2UsXAbj6n0fwEWqdkVuHyn.,all_questions.csv,delete,0.5,"{""object_not_exists"": true, ""integrity_constraint"": false}",1,execute_ifc_code,849,222,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,19,1,Take out the room with id 2UsXAbj6n0fwEWqdkVuHyo.,all_questions.csv,delete,0.5,"{""object_not_exists"": true, ""integrity_constraint"": false}",1,execute_ifc_code,818,172,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,20,1,Create a slab that has a width of 0.2m and is placed on the upper outer edges of the four columns in the IFC file,all_questions.csv,create,0.0,"{""object_exists"": false, ""right_location"": false, ""right_dimensions"": false, ""integrity_constraint"": false}",4,execute_ifc_code,16869,5326,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,21,1,Create a column in the centroid of the four walls in this IFC file,all_questions.csv,create,1.0,"{""object_exists"": true, ""integrity_constraint"": true, ""right_location"": true, ""right_dimensions"": true}",4,execute_ifc_code,15106,3790,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,22,1,"Add a door to the wall that is north (+Y direction) of the wall with GlobalId = ""3YQ$1CPXD2Mh2vQ18vV$hw""",all_questions.csv,create,0.0,"{""object_exists"": false, ""integrity_constraint"": false, ""right_location"": false, ""right_dimensions"": false}",4,execute_ifc_code,14303,4510,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,23,1,"Insert a room (IfcSpace) to the area that is left of the column with GlobalId = ""3A5GfH23DBvBYpavCfWh4z""",all_questions.csv,create,0.5,"{""object_exists"": true, ""integrity_constraint"": true, ""right_location"": false, ""right_dimensions"": false}",2,execute_ifc_code,4593,1864,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,24,1,"Create a wall with a length of 5m starting at point (10,5) pointing to direction (1,0)",all_questions.csv,create,0.5,"{""object_exists"": true, ""integrity_constraint"": true, ""right_location"": false, ""right_dimensions"": false}",4,execute_ifc_code,13552,3492,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,25,1,Provide length (longest side) in meters of the room that does not have the shape of a square,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",7,execute_ifc_code,15454,2697,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,26,1,Provide id of the wall that is the shortest,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",2,execute_ifc_code,2303,813,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,27,1,Provide the distance between the longest walls in meters,all_questions.csv,retrieve,0.0,"{""right_answer"": false}",2,execute_ifc_code,2801,1142,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,28,1,Provide the ids of the walls that shape a triangle,all_questions.csv,retrieve,1.0,"{""right_answer"": true}",1,execute_ifc_code,1318,662,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,29,1,"Provide total inner length (in meters) of the two walls with GlobalId = ""38GaXhC7P9afGO$ddCnYtE"" and GlobalId = ""38GaXhC7P9afGO$ddCnYr0""",all_questions.csv,retrieve,0.0,"{""right_answer"": false}",3,execute_ifc_code,4849,1396,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,30,1,Decrease the height of all walls by 0.5 m on the 2nd storey,all_questions.csv,update,0.3333333333333333,"{""integrity_constraint"": true, ""right_dimensions"": false, ""right_location"": false}",1,execute_ifc_code,1141,524,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,31,1,"Rotate wall by +45° around its center which is parallel to wall with GlobalId = ""1$zxNs50z3OeFBpABtoN40""",all_questions.csv,update,0.3333333333333333,"{""integrity_constraint"": true, ""right_dimensions"": false, ""right_location"": false}",1,execute_ifc_code,1397,753,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,32,1,Move the window by 3m along the x axis which is wider than 1.50m,all_questions.csv,update,0.3333333333333333,"{""integrity_constraint"": true, ""right_dimensions"": false, ""right_location"": false}",1,execute_ifc_code,972,338,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,33,1,Increase the length of one side of the slab so that it forms a square,all_questions.csv,update,1.0,"{""integrity_constraint"": true, ""right_dimensions"": true, ""right_location"": true}",1,execute_ifc_code,1036,424,False
run_2026-01-23_23-01-54,openai:gpt-4.1-2025-04-14,34,1,Move the column so that all columns form a rectangle,all_questions.csv,update,0.3333333333333333,"{""right_dimensions"": false, ""integrity_constraint"": true, ""right_location"": false}",1,execute_ifc_code,1497,886,False
